trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.99, 'e': 0.15577974928671173}",25,16,14.521128969731318,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.99, 'e': 0.15422195179384462}",25,17,-1.9115304950273169,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.99, 'e': 0.15267973227590617}",30,22,-29.620580386230476,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
188,False,"{'a': 0.99, 'e': 0.1511529349531471}",25,11,-50.79541815323809,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
189,False,"{'a': 0.99, 'e': 0.14964140560361563}",20,6,-58.23350457251482,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
190,False,"{'a': 0.99, 'e': 0.14814499154757946}",20,8,-2.9171145586030356,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
191,False,"{'a': 0.99, 'e': 0.14666354163210368}",20,8,13.890948736099546,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.99, 'e': 0.14519690621578263}",25,15,7.960622800588509,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.99, 'e': 0.1437449371536248}",20,16,9.132152212425197,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.99, 'e': 0.14230748778208857}",25,1,-23.922299431771382,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 1}",1
195,False,"{'a': 0.99, 'e': 0.14088441290426768}",25,18,14.151584051877418,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.99, 'e': 0.139475568775225}",25,12,9.139407865924516,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.99, 'e': 0.13808081308747275}",25,17,14.028416114953206,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.99, 'e': 0.136700004956598}",25,5,33.667457255146374,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.99, 'e': 0.13533300490703204}",20,16,8.121224816680066,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.99, 'e': 0.13397967485796172}",20,5,-6.836838569318843,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
201,False,"{'a': 0.99, 'e': 0.1326398781093821}",30,13,-4.590180687405421,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
202,False,"{'a': 0.99, 'e': 0.13131347932828827}",30,0,26.49086262596763,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
203,False,"{'a': 0.99, 'e': 0.1300003445350054}",25,11,-16.056997446071858,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
204,False,"{'a': 0.99, 'e': 0.12870034108965533}",30,13,25.22621596918064,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.99, 'e': 0.1274133376787588}",25,0,-13.034247611016657,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
206,False,"{'a': 0.99, 'e': 0.12613920430197118}",20,11,17.113876952760894,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.99, 'e': 0.12487781225895148}",20,0,28.98972014172076,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
208,False,"{'a': 0.99, 'e': 0.12362903413636196}",20,9,20.786104964910194,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.99, 'e': 0.12239274379499834}",20,8,-8.828981043953657,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
210,False,"{'a': 0.99, 'e': 0.12116881635704835}",30,0,32.912665294486374,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
211,False,"{'a': 0.99, 'e': 0.11995712819347787}",30,16,26.12503859800583,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.99, 'e': 0.11875755691154309}",20,8,9.00869289309923,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.99, 'e': 0.11756998134242766}",20,4,27.698080012314236,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.99, 'e': 0.11639428152900338}",20,13,14.707723883085476,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.99, 'e': 0.11523033871371334}",20,13,5.405942409481025,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.99, 'e': 0.11407803532657622}",25,15,-4.654190367493262,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
217,False,"{'a': 0.99, 'e': 0.11293725497331045}",20,13,12.915299518405597,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.99, 'e': 0.11180788242357734}",20,0,11.258535167494552,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
219,False,"{'a': 0.99, 'e': 0.11068980359934157}",25,13,23.235355944230776,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.99, 'e': 0.10958290556334815}",30,2,22.56660320219769,"{0: 27, 1: 0, 2: 0, 3: 1, 4: 0}",1
221,False,"{'a': 0.99, 'e': 0.10848707650771466}",25,17,12.025391098917215,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.99, 'e': 0.10740220574263752}",20,7,6.892723673111773,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.99, 'e': 0.10632818368521114}",20,11,16.771142938963255,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.99, 'e': 0.10526490184835903}",20,13,14.785412255561674,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.99, 'e': 0.10421225282987544}",20,13,14.508797692829598,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.99, 'e': 0.10317013030157668}",25,7,15.609773859915988,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.99, 'e': 0.10213842899856092}",20,5,-27.531993738114657,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
228,False,"{'a': 0.99, 'e': 0.10111704470857531}",20,9,22.283117244134488,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.99, 'e': 0.10010587426148955}",25,13,0.49027944848514027,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
230,False,"{'a': 0.99, 'e': 0.09910481551887466}",25,16,17.310477080933648,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.99, 'e': 0.0981137673636859}",20,1,1.65300995720331,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
232,False,"{'a': 0.99, 'e': 0.09713262969004906}",25,13,23.602180955933996,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.99, 'e': 0.09616130339314856}",30,15,21.584692073932175,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.99, 'e': 0.09519969035921708}",35,18,31.52623010499736,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.99, 'e': 0.0942476934556249}",25,13,17.481417294311257,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.99, 'e': 0.09330521652106866}",30,21,16.574726738064903,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.99, 'e': 0.09237216435585796}",25,4,34.53345260793328,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.99, 'e': 0.09144844271229938}",20,5,16.63020771539088,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.99, 'e': 0.0905339582851764}",25,0,-47.120131762696865,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
240,False,"{'a': 0.99, 'e': 0.08962861870232462}",25,10,25.053488050438787,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.99, 'e': 0.08873233251530138}",20,4,25.94613445974469,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.99, 'e': 0.08784500919014836}",30,18,25.449503204491222,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.99, 'e': 0.08696655909824688}",20,13,11.924309508695078,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.99, 'e': 0.0860968935072644}",20,4,12.93669817215514,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.99, 'e': 0.08523592457219176}",25,4,-12.57536077192972,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
246,False,"{'a': 0.99, 'e': 0.08438356532646984}",20,10,16.952915446787884,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.99, 'e': 0.08353972967320515}",25,5,29.511626172630386,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.99, 'e': 0.0827043323764731}",30,6,30.14530368370722,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
249,False,"{'a': 0.99, 'e': 0.08187728905270836}",20,2,-9.259201500095124,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
250,False,"{'a': 0.99, 'e': 0.08105851616218128}",20,6,25.18303145428314,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.99, 'e': 0.08024793100055946}",25,2,32.56165383559289,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.99, 'e': 0.07944545169055386}",20,8,-2.1870836148285155,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
253,False,"{'a': 0.99, 'e': 0.07865099717364833}",25,8,24.88413023678155,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.99, 'e': 0.07786448720191184}",30,0,42.15025704878688,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
255,False,"{'a': 0.99, 'e': 0.07708584232989273}",25,13,24.707408030305277,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.99, 'e': 0.0763149839065938}",25,8,-13.144843096276276,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
257,False,"{'a': 0.99, 'e': 0.07555183406752786}",25,0,13.020908776997597,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
258,False,"{'a': 0.99, 'e': 0.07479631572685258}",20,14,10.364177938405792,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.99, 'e': 0.07404835256958406}",20,0,28.10970954140935,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
260,False,"{'a': 0.99, 'e': 0.07330786904388821}",35,16,37.782827761239794,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.99, 'e': 0.07257479035344933}",25,8,29.070956583729103,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.99, 'e': 0.07184904244991484}",25,14,18.556162805178502,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.99, 'e': 0.07113055202541568}",20,10,16.96882108924726,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.99, 'e': 0.07041924650516153}",30,19,22.133759021015727,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.99, 'e': 0.06971505404010991}",20,0,28.799153674259788,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
266,False,"{'a': 0.99, 'e': 0.06901790349970881}",30,19,6.4823309233311015,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.99, 'e': 0.06832772446471172}",25,18,3.89884176878056,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
268,False,"{'a': 0.99, 'e': 0.0676444472200646}",20,12,5.725814922333411,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.99, 'e': 0.06696800274786396}",30,22,14.15174130614301,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.99, 'e': 0.06629832272038531}",20,11,17.032228613348316,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.99, 'e': 0.06563533949318147}",25,8,-14.014824553515176,"{0: 15, 1: 0, 2: 0, 3: 2, 4: 0}",1
272,False,"{'a': 0.99, 'e': 0.06497898609824965}",20,9,20.958453718338788,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.99, 'e': 0.06432919623726716}",20,12,17.274132062911455,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.99, 'e': 0.06368590427489448}",35,19,23.464540499377794,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.99, 'e': 0.06304904523214554}",20,2,32.09643183839986,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.99, 'e': 0.06241855477982408}",20,16,9.622109055372244,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.99, 'e': 0.06179436923202584}",25,12,23.528913727559484,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.99, 'e': 0.06117642553970558}",30,22,12.939517424469596,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.99, 'e': 0.06056466128430853}",20,12,13.198004977956758,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.99, 'e': 0.05995901467146544}",35,17,33.04623160860318,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.99, 'e': 0.059359424524750785}",20,7,21.999962364858888,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.99, 'e': 0.05876583027950327}",30,13,30.07600770406525,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.99, 'e': 0.05817817197670824}",20,6,24.654961888512922,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.99, 'e': 0.05759639025694116}",25,4,32.418620610474555,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.99, 'e': 0.057020426354371746}",25,20,8.538259865384122,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.99, 'e': 0.05645022209082803}",35,16,32.67400190258339,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.99, 'e': 0.05588571986991975}",35,3,46.41305851383767,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.99, 'e': 0.05532686267122055}",20,15,9.730131358755536,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.99, 'e': 0.05477359404450834}",20,4,25.94746626664052,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.99, 'e': 0.05422585810406326}",35,15,38.184818282733666,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.99, 'e': 0.05368359952302263}",25,10,-61.26646697723753,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 2}",1
292,False,"{'a': 0.99, 'e': 0.0531467635277924}",20,10,18.86107893791534,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.99, 'e': 0.05261529589251448}",25,4,36.91487698294168,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.99, 'e': 0.05208914293358933}",25,11,25.16404254564463,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.99, 'e': 0.05156825150425344}",25,15,-24.064617269530956,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
296,False,"{'a': 0.99, 'e': 0.0510525689892109}",25,0,27.025479110793707,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
297,False,"{'a': 0.99, 'e': 0.050542043299318794}",30,19,-1.8796378288873017,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
298,False,"{'a': 0.99, 'e': 0.050036622866325604}",20,16,6.785264158090664,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.99, 'e': 0.04953625663766235}",30,15,30.532794414211295,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.99, 'e': 0.04904089407128572}",30,15,24.902485857381723,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.99, 'e': 0.04855048513057287}",20,7,10.99280536327278,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
302,False,"{'a': 0.99, 'e': 0.04806498027926714}",20,9,19.42521169030674,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.99, 'e': 0.047584330476474465}",20,0,27.626293385736172,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
304,False,"{'a': 0.99, 'e': 0.04710848717170972}",20,13,12.156349022087143,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.99, 'e': 0.04663740229999262}",20,11,16.8189480223543,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.99, 'e': 0.046171028276992696}",25,18,14.815549741768725,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.99, 'e': 0.045709317994222766}",30,1,43.88324857337064,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.99, 'e': 0.04525222481428054}",25,20,10.072621658782078,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.99, 'e': 0.04479970256613774}",20,13,-9.120440352647535,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
310,False,"{'a': 0.99, 'e': 0.044351705540476356}",20,9,8.096889258706668,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
311,False,"{'a': 0.99, 'e': 0.043908188485071595}",20,16,7.699068974917069,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.99, 'e': 0.04346910660022088}",25,11,28.321923743467387,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.99, 'e': 0.04303441553421867}",20,15,8.882375004706361,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.99, 'e': 0.04260407137887648}",20,10,18.095210354106335,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.99, 'e': 0.04217803066508771}",20,6,13.400514652062727,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.99, 'e': 0.04175625035843684}",25,15,22.491264315007676,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.99, 'e': 0.041338687854852466}",25,19,12.756546865072755,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.99, 'e': 0.040925300976303945}",25,11,24.44063583873342,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.99, 'e': 0.0405160479665409}",25,19,12.93349616740727,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.99, 'e': 0.040110887486875496}",25,18,12.019134176401163,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.99, 'e': 0.03970977861200674}",20,9,2.1487832591396225,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.99, 'e': 0.039312680825886674}",20,12,15.160109621418233,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.99, 'e': 0.038919554017627804}",25,11,24.964656628255373,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.99, 'e': 0.03853035847745152}",30,16,25.096903293427264,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.99, 'e': 0.03814505489267701}",30,6,37.44172003890274,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.99, 'e': 0.03776360434375024}",30,15,32.95752760163837,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.99, 'e': 0.03738596830031274}",20,3,28.121990385055533,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.99, 'e': 0.03701210861730961}",30,12,31.12265372306945,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.99, 'e': 0.03664198753113651}",30,8,37.55853243868129,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.99, 'e': 0.036275567655825146}",30,10,14.375424028169984,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
331,False,"{'a': 0.99, 'e': 0.03591281197926689}",25,10,16.92498989468234,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
332,False,"{'a': 0.99, 'e': 0.03555368385947423}",20,12,14.939036197818504,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.99, 'e': 0.035198147020879485}",20,14,12.186530374715232,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.99, 'e': 0.03484616555067069}",25,15,19.28750872059804,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.99, 'e': 0.03449770389516398}",25,7,32.062332966016605,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.99, 'e': 0.03415272685621234}",20,6,25.799162337384946,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.99, 'e': 0.03381119958765022}",20,5,17.53807765594451,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.99, 'e': 0.03347308759177372}",25,20,11.424880936144602,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.99, 'e': 0.03313835671585598}",20,8,12.164778296454053,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
340,False,"{'a': 0.99, 'e': 0.03280697314869742}",25,0,27.63205428399966,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
341,False,"{'a': 0.99, 'e': 0.03247890341721044}",20,6,26.717442688515412,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.99, 'e': 0.03215411438303834}",20,11,16.53636078059146,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.99, 'e': 0.031832573239207955}",25,17,15.516014685005072,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.99, 'e': 0.031514247506815876}",25,13,24.51386740082017,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.99, 'e': 0.031199105031747717}",30,21,3.1290497479430566,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
346,False,"{'a': 0.99, 'e': 0.03088711398143024}",20,11,18.10615222354853,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.99, 'e': 0.030578242841615935}",20,15,8.953533732107019,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.99, 'e': 0.030272460413199778}",30,17,23.228873075989686,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.99, 'e': 0.02996973580906778}",20,2,32.21392955475146,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.99, 'e': 0.0296700384509771}",30,3,33.8465361792299,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.99, 'e': 0.02937333806646733}",20,6,21.830914460522187,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.99, 'e': 0.029079604685802656}",20,13,12.212674681061094,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.99, 'e': 0.02878880863894463}",25,20,10.20845929571625,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.99, 'e': 0.02850092055255518}",25,7,33.80863865318458,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.99, 'e': 0.02821591134702963}",20,10,17.532633999505613,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.99, 'e': 0.027933752233559334}",25,0,30.459070089817008,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
357,False,"{'a': 0.99, 'e': 0.027654414711223742}",20,14,10.810788678323329,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.99, 'e': 0.027377870564111503}",25,8,27.999521402324014,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.99, 'e': 0.027104091858470385}",35,21,30.105287739380554,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.99, 'e': 0.026833050939885684}",25,16,4.171166611782622,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
361,False,"{'a': 0.99, 'e': 0.026564720430486827}",20,11,16.362973620718307,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.99, 'e': 0.026299073226181958}",25,0,41.955034344104405,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
363,False,"{'a': 0.99, 'e': 0.026036082493920136}",20,14,10.083317990912093,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.99, 'e': 0.025775721668980935}",30,12,31.25246118988492,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.99, 'e': 0.025517964452291125}",25,8,17.330374561801364,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
366,False,"{'a': 0.99, 'e': 0.025262784807768213}",25,18,13.773553335833938,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.99, 'e': 0.025010156959690534}",25,8,19.85409827772387,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
368,False,"{'a': 0.99, 'e': 0.024760055390093627}",20,8,24.26989623429989,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.99, 'e': 0.02451245483619269}",30,20,16.827343895376334,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
